ctry,isic,year,rca
jpn,c29,2000,1.934734
ltu,c36t37,2008,1.934955
tur,c34,2008,1.935684
bel,c24,2000,1.936645
deu,c29,1995,1.937529
che,c31,2008,1.937954
aut,c28,2008,1.938932
esp,c60t63,2005,1.93898
isr,c40t41,2008,1.940555
svk,c27,2005,1.941595
can,c34,2008,1.946657
hun,c27,1995,1.947424
irl,c303233,2000,1.947732
tha,c36t37,2008,1.950434
vnm,c20,2000,1.954972
hkg,c71,2000,1.955976
ltu,c36t37,2005,1.956997
svk,c26,2005,1.958872
esp,c64,2008,1.959335
vnm,c15t16,1995,1.959826
swe,c75,2005,1.961267
gbr,c35,1995,1.962309
cze,c25,2005,1.962636
hkg,c303233,1995,1.965835
svk,c28,2000,1.966174
bgr,c17t19,2005,1.967336
fin,c75,1995,1.96933
gbr,c35,2000,1.969521
prt,c75,2005,1.972015
nld,c45,2000,1.972765
svn,c31,2005,1.976238
esp,c34,2008,1.97695
svn,c28,1995,1.980876
deu,c34,1995,1.98091
pol,c36t37,2008,1.981013
ita,c29,1995,1.98119
kor,c23,2008,1.981748
che,c75,2005,1.983393
kor,c17t19,2000,1.987863
tha,c31,2008,1.987996
esp,c64,2005,1.991099
hun,c73t74,1995,1.993639
sgp,c303233,2008,1.994999
kor,c35,2005,1.995284
dnk,c64,2008,1.997075
bra,c27,2008,1.997405
pol,c25,2005,1.998867
nld,c90t93,1995,1.999472
mlt,c60t63,2005,2.000612
grc,c23,2008,2.001208
cze,c26,2008,2.001828
can,c10t14,2000,2.005353
zaf,c55,2008,2.006722
mlt,c303233,2008,2.006921
nld,c80,2005,2.009333
hun,c34,2005,2.009466
fra,c85,2008,2.009864
isl,c21t22,1995,2.009888
jpn,c303233,2008,2.010008
cyp,c01t05,1995,2.010474
irl,c64,2008,2.013605
can,c34,2005,2.01548
tha,c36t37,2005,2.015586
grc,c01t05,2005,2.018222
ltu,c15t16,2005,2.018231
swe,c75,2000,2.019323
rou,c36t37,2005,2.019356
deu,c28,2008,2.020804
rou,c45,2008,2.021309
rou,c26,2000,2.022387
isr,c35,2008,2.022513
rou,c40t41,1995,2.024867
bel,c23,2008,2.027141
tur,c27,2005,2.027344
idn,c17t19,2008,2.030693
sgp,c85,2005,2.031716
hun,c15t16,1995,2.032667
esp,c34,2000,2.034097
lux,c27,1995,2.035604
pol,c85,1995,2.036139
zaf,c01t05,2005,2.036289
svk,c23,2005,2.037282
bgr,c26,2005,2.037599
lva,c15t16,2008,2.040889
nld,c75,2005,2.040969
mex,c303233,2000,2.042367
irl,c15t16,2005,2.042749
cze,c31,2000,2.044063
bgr,c15t16,1995,2.044129
swe,c75,1995,2.044586
khm,c50t52,2008,2.053163
twn,c55,2000,2.053289
svn,c36t37,1995,2.053829
tha,c85,2008,2.054439
bgr,c27,2000,2.055196
ita,c29,2008,2.0566
row,c55,2005,2.059838
svk,c45,2008,2.05988
bel,c27,2008,2.060285
grc,c75,1995,2.061646
aut,c64,2005,2.062726
svn,c36t37,2000,2.062801
chn,c73t74,1995,2.062828
sgp,c50t52,1995,2.065606
fin,c303233,2005,2.065963
aut,c20,1995,2.066382
chl,c21t22,2005,2.066614
prt,c60t63,1995,2.06672
che,c28,2000,2.066857
twn,c17t19,1995,2.067737
aus,c55,2008,2.069943
chn,c28,2000,2.07165
bgr,c75,1995,2.072489
ltu,c15t16,2008,2.075339
isl,c15t16,2008,2.077742
idn,c55,2008,2.079532
usa,c31,1995,2.081833
cze,c303233,2008,2.082572
ita,c17t19,2005,2.082861
gbr,c72,2000,2.08343
bel,c24,2008,2.085848
swe,c72,2000,2.089983
tha,c36t37,1995,2.090168
est,c75,2008,2.091558
khm,c90t93,2005,2.092085
nzl,c70,2000,2.09488
chn,c28,2008,2.095643
swe,c72,2005,2.096399
phl,c01t05,2005,2.102462
row,c90t93,2000,2.103128
est,c64,2005,2.10541
svk,c34,2005,2.106845
tur,c01t05,1995,2.108006
isl,c21t22,2000,2.110247
chn,c36t37,2000,2.114043
khm,c20,2000,2.114625
cze,c45,2008,2.116931
nld,c80,2008,2.117376
lux,c71,1995,2.118202
nor,c60t63,2000,2.118242
lux,c25,1995,2.119649
pol,c26,2005,2.121394
pol,c25,2008,2.122898
ita,c36t37,2000,2.124481
bgr,c23,2005,2.128199
ltu,c60t63,2005,2.128249
aut,c21t22,2000,2.128668
fra,c40t41,2005,2.130512
cze,c31,2005,2.131613
prt,c50t52,2000,2.13306
jpn,c34,2000,2.136214
mys,c45,2008,2.136688
idn,c25,2008,2.139265
isr,c85,1995,2.140341
aut,c21t22,2008,2.140819
lux,c26,1995,2.141387
usa,c35,1995,2.145103
dnk,c40t41,2000,2.152551
tha,c15t16,1995,2.15573
nzl,c90t93,1995,2.155972
can,c75,1995,2.156253
gbr,c55,2008,2.15901
lva,c15t16,2005,2.160071
khm,c20,2005,2.160619
sgp,c72,2008,2.161929
ita,c28,1995,2.162409
esp,c60t63,2008,2.163016
sgp,c50t52,2005,2.163035
nld,c23,1995,2.163844
jpn,c35,2008,2.163898
est,c70,2005,2.167077
jpn,c303233,2000,2.167948
pol,c36t37,2005,2.169127
row,c75,1995,2.170288
grc,c90t93,2000,2.170726
nzl,c21t22,2005,2.171484
che,c55,2008,2.172099
chn,c303233,2005,2.175881
cze,c40t41,2008,2.176791
nzl,c75,2000,2.17832
svn,c25,2008,2.178421
pol,c36t37,2000,2.180226
deu,c34,2000,2.181754
row,c90t93,2008,2.182364
deu,c34,2008,2.184993
isl,c65t67,2008,2.188512
deu,c29,2008,2.189262
jpn,c303233,2005,2.191947
svn,c25,2005,2.196432
tha,c36t37,2000,2.196718
aut,c73t74,1995,2.197588
svk,c85,2005,2.19929
bgr,c50t52,2008,2.201731
cze,c34,2008,2.202573
aut,c85,2008,2.20271
grc,c23,2000,2.202866
cyp,c64,1995,2.203333
dnk,c15t16,2008,2.204469
hun,c45,2008,2.20533
mex,c303233,1995,2.207309
prt,c17t19,2008,2.207464
cze,c34,2005,2.208666
bgr,c23,2008,2.20962
lux,c28,1995,2.210669
dnk,c64,2000,2.213078
tha,c17t19,2005,2.213345
pol,c64,1995,2.214462
bra,c27,2005,2.216924
esp,c34,1995,2.217158
lva,c64,1995,2.217926
mex,c36t37,1995,2.218096
cze,c73t74,1995,2.219105
esp,c73t74,2005,2.220941
ita,c17t19,2000,2.221294
prt,c28,2008,2.222806
nor,c40t41,2000,2.226683
esp,c73t74,2000,2.22772
bgr,c64,2000,2.230551
ita,c17t19,2008,2.231914
sau,c64,1995,2.232951
fra,c73t74,1995,2.233644
irl,c303233,1995,2.234642
rou,c40t41,2005,2.236086
bgr,c26,2008,2.237388
aut,c55,2008,2.239333
fin,c64,2005,2.240471
svk,c85,2000,2.241421
lva,c65t67,1995,2.242111
esp,c73t74,1995,2.24396
vnm,c20,2005,2.243997
cyp,c65t67,2008,2.244708
row,c55,1995,2.245124
can,c21t22,2000,2.245455
gbr,c65t67,1995,2.247336
aus,c55,2005,2.248234
can,c21t22,2005,2.251542
hkg,c73t74,2005,2.254141
che,c28,2008,2.257234
aus,c01t05,1995,2.258193
svn,c20,2008,2.259225
ita,c36t37,1995,2.261388
aut,c40t41,1995,2.264439
fra,c85,1995,2.265629
kor,c303233,2008,2.266749
isl,c24,2008,2.266811
bra,c55,1995,2.267204
pol,c20,2008,2.270436
hun,c303233,2005,2.270445
aut,c64,2008,2.273463
nld,c70,2005,2.274853
ita,c29,2005,2.277338
est,c01t05,2000,2.27868
gbr,c90t93,1995,2.279014
tha,c303233,2005,2.280574
deu,c34,2005,2.281184
rus,c40t41,2005,2.28135
prt,c26,1995,2.282291
jpn,c34,1995,2.285654
irl,c65t67,1995,2.28628
ita,c17t19,1995,2.287233
aut,c40t41,2000,2.289626
swe,c20,2005,2.290856
nld,c45,2005,2.291162
bra,c35,2000,2.29481
hkg,c60t63,2000,2.297322
rou,c31,2005,2.298682
chn,c31,2008,2.299375
mlt,c80,2000,2.301145
grc,c50t52,2005,2.301459
grc,c45,2008,2.30199
tha,c64,1995,2.302466
gbr,c65t67,2000,2.302856
twn,c28,2008,2.304697
ita,c28,2000,2.305648
ita,c29,2000,2.306897
hun,c303233,2000,2.30896
est,c64,2008,2.310238
phl,c73t74,1995,2.310626
ita,c31,2008,2.313721
prt,c75,1995,2.314179
che,c75,2008,2.315297
nzl,c55,2008,2.315742
bel,c45,1995,2.315866
mys,c45,2005,2.318125
kor,c23,2000,2.319018
ltu,c70,2005,2.326417
row,c17t19,2008,2.327416
bel,c23,2005,2.327848
aut,c31,2008,2.330697
ltu,c01t05,2005,2.331527
dnk,c36t37,1995,2.33339
svk,c45,2005,2.334431
hkg,c73t74,2008,2.336053
nld,c23,2008,2.336278
fra,c35,2000,2.336441
lva,c60t63,2005,2.338318
lva,c60t63,2008,2.339126
gbr,c55,2005,2.339753
idn,c20,2005,2.339829
aut,c64,2000,2.347141
hun,c75,2000,2.347384
grc,c50t52,1995,2.347755
bra,c64,2008,2.348612
sgp,c60t63,2008,2.349087
mlt,c303233,2005,2.34981
svk,c26,2000,2.350461
nld,c01t05,2008,2.353254
lva,c70,2000,2.35447
est,c17t19,1995,2.354821
pol,c20,1995,2.355967
tha,c85,2000,2.356002
chn,c55,2000,2.35626
jpn,c34,2005,2.358097
irl,c55,2000,2.35822
bel,c73t74,2008,2.360136
nor,c60t63,2005,2.360342
aus,c55,1995,2.36129
nzl,c70,2005,2.366956
ltu,c17t19,1995,2.369506
can,c34,2000,2.369536
rou,c36t37,2000,2.374272
twn,c25,1995,2.374296
row,c75,2000,2.378749
irl,c55,2008,2.379384
aus,c55,2000,2.379508
mys,c20,1995,2.380122
idn,c17t19,2005,2.380613
tha,c17t19,2008,2.381963
phl,c65t67,1995,2.383084
nld,c23,2005,2.383213
chn,c303233,2008,2.384222
svk,c28,2005,2.387822
chl,c15t16,2005,2.389619
tur,c90t93,2005,2.389894
mex,c303233,2005,2.395142
nor,c60t63,1995,2.395675
dnk,c60t63,1995,2.399433
aut,c20,2000,2.405918
can,c55,1995,2.407335
tur,c75,2005,2.40814
tha,c303233,2008,2.409428
aut,c20,2005,2.409479
nzl,c90t93,2000,2.410466
svn,c20,2000,2.41118
mex,c303233,2008,2.414066
tur,c26,2005,2.414565
irl,c21t22,2008,2.418508
fra,c35,1995,2.420294
jpn,c303233,1995,2.420449
deu,c40t41,2005,2.422179
nld,c01t05,1995,2.422736
swe,c20,2000,2.424007
row,c90t93,1995,2.424142
prt,c20,1995,2.424441
est,c01t05,2008,2.425704
prt,c26,2000,2.427354
isl,c55,2008,2.428041
chl,c15t16,2008,2.428595
chl,c21t22,2008,2.429273
prt,c60t63,2005,2.429598
kor,c303233,2005,2.429936
nzl,c85,1995,2.430283
ita,c70,2008,2.433069
rus,c40t41,1995,2.434978
che,c24,2008,2.436494
nzl,c75,2005,2.437283
svk,c31,2005,2.43804
cze,c40t41,2005,2.43851
zaf,c55,1995,2.440925
che,c55,2005,2.441406
cze,c40t41,2000,2.443106
svk,c27,2008,2.445246
aus,c27,2008,2.445314
pol,c34,2008,2.44649
mex,c34,1995,2.447927
can,c10t14,2005,2.452258
gbr,c64,2008,2.454971
pol,c40t41,2000,2.455856
deu,c31,2008,2.457065
pol,c28,2005,2.458281
esp,c64,1995,2.462483
nld,c01t05,2000,2.463682
ita,c26,2005,2.463853
swe,c80,2008,2.47058
ltu,c15t16,1995,2.471961
cze,c75,1995,2.479553
mlt,c60t63,2008,2.48032
hun,c34,2008,2.482348
isl,c21t22,2005,2.484534
fra,c35,2005,2.488214
lva,c01t05,1995,2.488966
ita,c26,2008,2.493228
mys,c45,2000,2.493228
bgr,c64,2008,2.49381
swe,c20,2008,2.49388
fin,c85,1995,2.493889
hkg,c60t63,2005,2.496214
cze,c40t41,1995,2.497341
bel,c23,2000,2.497907
usa,c35,2005,2.498209
ltu,c20,1995,2.498576
cyp,c65t67,2005,2.49862
esp,c75,1995,2.500228
est,c15t16,1995,2.504755
che,c80,2000,2.505732
aus,c15t16,1995,2.505923
mys,c23,2005,2.506792
ita,c26,1995,2.508328
est,c28,2005,2.512609
khm,c20,2008,2.514833
irl,c55,2005,2.517177
can,c10t14,2008,2.51894
svk,c23,1995,2.519703
ind,c17t19,2005,2.520823
svk,c27,2000,2.522453
chl,c15t16,1995,2.522567
isl,c64,2008,2.523314
fin,c20,2008,2.52592
aus,c15t16,2005,2.527154
mlt,c85,2008,2.530002
gbr,c72,2005,2.530364
kor,c303233,1995,2.530529
esp,c75,2000,2.531811
che,c24,2005,2.532716
prt,c55,2005,2.537427
bel,c80,2008,2.537874
mex,c34,2005,2.542457
irl,c64,2000,2.545323
phl,c50t52,1995,2.546014
idn,c25,1995,2.546082
zaf,c55,2000,2.546962
prt,c20,2005,2.549745
fra,c85,2000,2.550058
zaf,c23,2008,2.55141
lva,c40t41,2000,2.552145
arg,c64,2008,2.555276
ita,c28,2005,2.556476
fra,c40t41,2008,2.55687
tha,c303233,1995,2.558917
svn,c20,1995,2.562298
nld,c01t05,2005,2.565396
tur,c85,1995,2.567119
sgp,c303233,2005,2.567475
cze,c45,2005,2.570882
bgr,c60t63,2000,2.572672
chl,c15t16,2000,2.57286
prt,c26,2005,2.580247
idn,c23,2008,2.580256
arg,c64,1995,2.581959
isl,c73t74,1995,2.582339
mlt,c90t93,1995,2.582589
est,c36t37,1995,2.584989
hkg,c23,2000,2.585892
lux,c90t93,2005,2.587366
svk,c26,1995,2.588154
mys,c20,2000,2.5926
gbr,c64,2005,2.59348
svn,c27,2008,2.593701
gbr,c90t93,2008,2.596143
rou,c17t19,2008,2.596758
bgr,c70,2005,2.603685
tha,c85,2005,2.603686
rou,c64,2005,2.604856
nzl,c85,2008,2.6092
zaf,c01t05,2008,2.610116
hun,c40t41,2008,2.611167
twn,c28,1995,2.618084
bel,c64,2008,2.61836
pol,c40t41,2005,2.62138
aut,c75,2005,2.622087
khm,c85,2000,2.624585
dnk,c40t41,2008,2.625636
nld,c23,2000,2.63128
mys,c20,2005,2.631354
lux,c90t93,2008,2.633966
brn,c70,2005,2.634752
che,c24,2000,2.640367
ltu,c01t05,2000,2.641242
irl,c65t67,2000,2.643383
prt,c17t19,2005,2.643404
rou,c20,2008,2.646973
rou,c23,2005,2.648695
sau,c23,2005,2.655446
mex,c34,2000,2.656456
prt,c20,2008,2.659082
esp,c71,1995,2.659202
can,c75,2008,2.66186
mlt,c64,1995,2.6645
rou,c27,2008,2.667147
nzl,c20,2005,2.668403
isl,c65t67,1995,2.671811
zaf,c64,2005,2.674892
arg,c64,2000,2.675918
hun,c70,2005,2.676259
kor,c17t19,1995,2.67902
row,c17t19,2000,2.680759
chn,c36t37,2008,2.68135
khm,c15t16,2008,2.683631
gbr,c73t74,2000,2.683683
sgp,c50t52,2008,2.687405
hun,c303233,2008,2.693391
bgr,c70,2008,2.693472
ita,c26,2000,2.694286
jpn,c34,2008,2.695923
gbr,c90t93,2000,2.69625
rou,c27,2000,2.698069
zaf,c27,2008,2.698931
lva,c40t41,2005,2.703794
cyp,c90t93,2000,2.704208
arg,c64,2005,2.704965
nzl,c20,1995,2.706071
tur,c80,2008,2.709764
esp,c72,2005,2.711982
hun,c45,2000,2.71426
pol,c20,2005,2.714952
chl,c20,1995,2.716282
isr,c60t63,1995,2.716929
lux,c40t41,2008,2.732289
bra,c27,2000,2.737142
hun,c64,1995,2.737805
aus,c27,2005,2.738191
chn,c36t37,2005,2.740069
khm,c70,2005,2.741204
irl,c24,2008,2.746915
est,c26,2008,2.749706
tur,c26,2008,2.750755
row,c17t19,1995,2.756953
mlt,c303233,2000,2.757039
khm,c15t16,2005,2.757653
vnm,c85,1995,2.757985
cze,c28,1995,2.761533
che,c24,1995,2.766227
vnm,c10t14,2005,2.770058
gbr,c72,1995,2.770231
tha,c15t16,2000,2.771029
est,c75,2000,2.779979
nzl,c90t93,2005,2.780471
lva,c60t63,1995,2.782541
aut,c20,2008,2.788291
bgr,c27,2005,2.789342
prt,c60t63,2008,2.789956
dnk,c15t16,2000,2.792014
cyp,c72,2000,2.792939
cze,c55,2008,2.794955
hkg,c31,1995,2.798778
mlt,c73t74,2008,2.800472
hkg,c65t67,1995,2.801133
ita,c64,2008,2.802587
irl,c24,2005,2.802597
isl,c73t74,2000,2.803625
cze,c28,2005,2.803896
lva,c72,1995,2.804032
bel,c45,2000,2.805119
rou,c36t37,1995,2.811022
est,c60t63,2008,2.811831
est,c60t63,2005,2.81197
gbr,c73t74,1995,2.811973
tur,c60t63,2000,2.814182
isl,c73t74,2005,2.817918
rus,c23,1995,2.81824
rus,c01t05,2000,2.824337
aut,c85,2005,2.82922
twn,c303233,1995,2.844265
bgr,c64,2005,2.846617
fra,c85,2005,2.847568
khm,c15t16,2000,2.850717
vnm,c15t16,2000,2.852053
pol,c40t41,1995,2.859657
fra,c40t41,2000,2.861624
lux,c75,2008,2.864641
lva,c60t63,2000,2.865863
zaf,c20,2005,2.867322
sgp,c23,2008,2.868306
usa,c35,2008,2.868418
sgp,c85,2008,2.86882
grc,c50t52,2008,2.87254
fin,c20,2005,2.872672
brn,c23,1995,2.875057
isl,c01t05,2008,2.876177
hkg,c72,1995,2.876858
tha,c70,2008,2.8773
hun,c31,2005,2.879324
mex,c34,2008,2.879637
pol,c20,2000,2.880532
nzl,c21t22,2008,2.884214
ltu,c45,2000,2.885949
nld,c15t16,2005,2.891217
fra,c71,2008,2.896865
zaf,c23,2005,2.900557
tha,c15t16,2005,2.900671
nzl,c20,2000,2.901426
rus,c27,2008,2.901502
aus,c15t16,2000,2.906199
dnk,c15t16,2005,2.906253
pol,c70,2008,2.906466
chl,c01t05,1995,2.914369
can,c21t22,1995,2.916729
aus,c70,2008,2.917108
nor,c55,2008,2.918467
mlt,c75,2008,2.920974
aut,c64,1995,2.923709
lva,c01t05,2000,2.923742
zaf,c55,2005,2.927643
aus,c85,1995,2.928097
aut,c75,1995,2.92964
vnm,c20,2008,2.930516
aus,c01t05,2005,2.93444
cze,c28,2000,2.940178
mlt,c80,1995,2.949795
idn,c10t14,2005,2.952118
zaf,c27,1995,2.960309
can,c40t41,2000,2.960699
grc,c64,1995,2.961076
grc,c75,2005,2.964255
cyp,c90t93,2008,2.965454
cze,c45,1995,2.972671
grc,c50t52,2000,2.97304
swe,c20,1995,2.973892
row,c90t93,2005,2.975575
pol,c70,1995,2.977516
rus,c23,2000,2.98218
est,c40t41,1995,2.985987
svk,c27,1995,2.988021
tha,c15t16,2008,2.98839
bra,c27,1995,2.9885
ita,c70,2005,2.990985
phl,c01t05,2000,3.002814
tur,c60t63,1995,3.003476
nld,c15t16,2008,3.003587
rus,c40t41,2008,3.006832
ita,c28,2008,3.007464
zaf,c10t14,2008,3.007735
nld,c40t41,2008,3.013339
nzl,c55,2000,3.015378
aut,c40t41,2005,3.023615
swe,c21t22,2000,3.024971
sgp,c303233,1995,3.025058
ltu,c17t19,2000,3.02904
khm,c17t19,1995,3.030918
isl,c65t67,2000,3.033422
hkg,c60t63,2008,3.037803
svk,c34,2008,3.048937
cze,c26,2005,3.049604
bgr,c27,2008,3.05409
aut,c40t41,2008,3.055439
cze,c90t93,2000,3.055468
bel,c80,2005,3.056654
svk,c23,2000,3.056965
sgp,c303233,2000,3.05918
idn,c17t19,2000,3.059738
irl,c21t22,2000,3.066036
kor,c55,2000,3.069709
cze,c75,2000,3.072731
rou,c23,1995,3.07593
bgr,c01t05,1995,3.079917
rou,c23,2000,3.080279
tur,c27,2008,3.084247
hkg,c65t67,2000,3.089088
isl,c24,2005,3.09024
nzl,c55,1995,3.094549
bel,c40t41,2005,3.09523
gbr,c73t74,2005,3.096176
nld,c15t16,1995,3.111254
can,c34,1995,3.113518
swe,c21t22,2005,3.116557
tur,c65t67,2000,3.117272
idn,c10t14,2000,3.119588
ind,c36t37,2000,3.12658
cyp,c60t63,1995,3.129019
nld,c15t16,2000,3.135263
che,c75,1995,3.140027
aut,c55,2005,3.142725
cyp,c60t63,2008,3.14501
idn,c23,2005,3.1507
row,c17t19,2005,3.152085
lux,c90t93,2000,3.153936
dnk,c70,2005,3.158484
hun,c45,2005,3.159774
isl,c65t67,2005,3.161133
cyp,c60t63,2005,3.167212
nzl,c85,2000,3.168083
khm,c85,2008,3.168206
rou,c17t19,2005,3.180595
ind,c73t74,2000,3.181667
bgr,c01t05,2008,3.18593
prt,c20,2000,3.187904
prt,c26,2008,3.188154
phl,c17t19,1995,3.188506
lux,c40t41,2000,3.195934
svn,c28,2005,3.196419
ind,c01t05,2000,3.205315
nzl,c55,2005,3.211897
hun,c01t05,1995,3.217793
prt,c64,2008,3.218179
rou,c64,2008,3.219967
cyp,c73t74,2008,3.223857
ind,c01t05,1995,3.229482
tha,c55,2008,3.230464
isr,c64,1995,3.233945
aus,c85,2008,3.235911
twn,c303233,2000,3.243721
bra,c15t16,2005,3.246243
dnk,c40t41,2005,3.249938
rou,c17t19,1995,3.265855
aus,c27,1995,3.266036
irl,c21t22,2005,3.268408
cyp,c85,1995,3.26989
rus,c23,2005,3.281353
bgr,c75,2008,3.282602
bgr,c23,2000,3.287539
cyp,c90t93,2005,3.288356
mlt,c64,2005,3.294
gbr,c65t67,2005,3.301155
bel,c45,2005,3.306133
ind,c26,2000,3.316036
prt,c17t19,2000,3.324952
cze,c26,1995,3.327213
rou,c20,2005,3.327655
est,c60t63,1995,3.333676
idn,c15t16,2008,3.333979
bra,c15t16,2008,3.335698
rus,c23,2008,3.340041
hun,c75,1995,3.341897
bra,c01t05,2005,3.352966
chn,c17t19,2005,3.353975
can,c20,1995,3.360502
bra,c55,2005,3.361363
chn,c31,2000,3.362698
swe,c21t22,2008,3.367112
bgr,c75,2000,3.375635
vnm,c15t16,2005,3.376724
idn,c17t19,1995,3.380982
cyp,c60t63,2000,3.384673
bra,c70,2005,3.390023
bgr,c75,2005,3.395601
svn,c28,2000,3.400105
bra,c75,2000,3.402433
rus,c10t14,2008,3.408293
irl,c24,2000,3.413197
cze,c26,2000,3.41644
hkg,c85,2000,3.417717
gbr,c80,2008,3.419179
fin,c20,2000,3.42628
row,c75,2008,3.427231
tur,c17t19,2008,3.432687
swe,c21t22,1995,3.434883
mys,c20,2008,3.439508
zaf,c27,2005,3.445706
vnm,c10t14,1995,3.454518
kor,c75,1995,3.459279
esp,c72,2000,3.467018
est,c60t63,2000,3.471667
rou,c40t41,2000,3.481336
fin,c72,1995,3.489137
rou,c17t19,2000,3.490168
fra,c35,2008,3.496905
cyp,c65t67,2000,3.503024
mlt,c303233,1995,3.511368
vnm,c15t16,2008,3.512097
row,c20,2008,3.512259
fra,c40t41,1995,3.53916
phl,c303233,2000,3.542904
lva,c01t05,2008,3.544112
dnk,c15t16,1995,3.550327
ita,c80,2008,3.555718
aus,c01t05,2000,3.555747
idn,c55,1995,3.55589
cze,c80,2005,3.558885
brn,c70,2000,3.562781
aus,c85,2000,3.573699
isl,c64,2005,3.590631
lux,c40t41,1995,3.591583
gbr,c90t93,2005,3.597581
tha,c55,2005,3.610545
zaf,c27,2000,3.620648
grc,c64,2005,3.624369
rus,c27,2005,3.625362
nor,c40t41,1995,3.637457
cze,c70,2000,3.640428
can,c20,2005,3.644359
vnm,c55,2008,3.648176
khm,c64,2000,3.654345
vnm,c17t19,1995,3.656843
gbr,c73t74,2008,3.663393
mys,c01t05,2008,3.663444
cyp,c73t74,2000,3.671094
aus,c27,2000,3.67119
chl,c01t05,2008,3.671712
est,c40t41,2005,3.686712
cze,c90t93,1995,3.695427
sgp,c31,1995,3.701193
idn,c10t14,1995,3.702102
bra,c75,1995,3.70223
cyp,c72,2005,3.704563
chn,c17t19,2008,3.70535
swe,c31,2005,3.717449
esp,c72,1995,3.726668
svk,c45,2000,3.749138
esp,c73t74,2008,3.758306
mys,c01t05,2000,3.775162
isl,c24,2000,3.777979
grc,c80,2008,3.781403
cyp,c73t74,2005,3.788728
bra,c70,2008,3.793588
kor,c35,2008,3.793724
rou,c71,2005,3.796097
lux,c64,2008,3.803468
can,c20,2000,3.809908
ltu,c20,2008,3.811707
ind,c55,1995,3.814296
che,c65t67,2008,3.816117
mys,c23,2000,3.817123
nzl,c20,2008,3.817759
row,c20,1995,3.819228
bra,c15t16,1995,3.819383
bgr,c23,1995,3.822803
row,c75,2005,3.826111
irl,c15t16,1995,3.82898
row,c10t14,2005,3.833198
dnk,c60t63,2005,3.83375
aus,c85,2005,3.83526
vnm,c10t14,2000,3.84291
est,c40t41,2000,3.846646
mys,c01t05,2005,3.851457
rou,c27,1995,3.861097
aus,c10t14,2000,3.867249
irl,c21t22,1995,3.869014
cyp,c71,1995,3.870541
che,c55,1995,3.872298
tur,c90t93,1995,3.879496
ind,c90t93,2008,3.880019
hkg,c65t67,2008,3.883054
vnm,c17t19,2000,3.886786
twn,c303233,2008,3.891011
isl,c64,1995,3.895636
ltu,c40t41,2008,3.903642
ltu,c01t05,2008,3.905957
tur,c90t93,2000,3.908241
ltu,c20,2000,3.922866
lux,c64,2005,3.925071
isl,c24,1995,3.930279
zaf,c10t14,2005,3.939721
mlt,c64,2008,3.943933
ind,c36t37,1995,3.953236
cze,c64,1995,3.977006
zaf,c20,2008,3.982619
gbr,c80,1995,3.989977
svn,c40t41,2005,3.990308
khm,c85,2005,3.993855
est,c70,2000,3.99736
mys,c23,1995,4.006356
row,c20,2000,4.007703
aus,c10t14,2005,4.008843
hkg,c50t52,1995,4.009114
aus,c70,2005,4.011515
swe,c71,2008,4.018583
rou,c20,2000,4.024916
est,c75,1995,4.025826
khm,c17t19,2000,4.041376
hkg,c23,1995,4.063049
twn,c303233,2005,4.068849
lva,c40t41,2008,4.068907
chn,c36t37,1995,4.092053
khm,c64,2008,4.092685
lux,c64,1995,4.102974
isr,c70,2008,4.104632
dnk,c60t63,2000,4.109893
gbr,c80,2000,4.1369
khm,c17t19,2008,4.136958
bgr,c45,1995,4.138178
hkg,c65t67,2005,4.145229
aus,c70,2000,4.16251
ltu,c40t41,2005,4.164711
aut,c45,2008,4.173166
lux,c40t41,2005,4.178694
aus,c10t14,1995,4.192682
grc,c85,2005,4.198759
ind,c17t19,2000,4.205744
svn,c40t41,2008,4.20717
khm,c17t19,2005,4.208236
tur,c17t19,2005,4.210376
row,c20,2005,4.218977
isr,c36t37,2008,4.219398
irl,c71,2008,4.220469
bra,c01t05,2008,4.222437
hkg,c85,2005,4.241308
pol,c45,2005,4.241602
bgr,c01t05,2005,4.252793
che,c55,2000,4.26781
rus,c27,1995,4.273312
sau,c23,2000,4.27519
fin,c72,2005,4.276623
prt,c17t19,1995,4.277087
bra,c55,2008,4.300157
chl,c01t05,2005,4.305017
bra,c55,2000,4.328734
chn,c17t19,2000,4.330254
hkg,c72,2005,4.339588
esp,c75,2005,4.339671
sgp,c23,2005,4.356981
arg,c01t05,1995,4.363044
lva,c45,2005,4.369063
tur,c75,2000,4.370492
tha,c70,2000,4.376256
tur,c17t19,1995,4.38441
lva,c01t05,2005,4.394643
chl,c10t14,2008,4.395045
cyp,c72,2008,4.397645
row,c10t14,2000,4.403605
cze,c85,1995,4.408941
nzl,c85,2005,4.411615
nzl,c01t05,1995,4.417665
cyp,c64,2005,4.422492
est,c20,1995,4.427514
hkg,c72,2000,4.431513
ind,c17t19,1995,4.433959
kor,c85,2000,4.456789
prt,c64,2005,4.457924
cze,c85,2000,4.459456
mlt,c85,2005,4.471274
chl,c20,2005,4.475966
mys,c01t05,1995,4.490675
nzl,c71,1995,4.495752
isl,c64,2000,4.498686
ltu,c20,2005,4.521293
rus,c10t14,2000,4.525172
aus,c10t14,2008,4.540823
rou,c71,2000,4.545756
bgr,c01t05,2000,4.546219
fin,c20,1995,4.556069
tha,c55,2000,4.570728
tha,c70,2005,4.574834
tur,c70,1995,4.577416
che,c65t67,1995,4.591247
