ctry,isic,year,nat_res_exp_sha_t_3,trca,avg_gdppc,pop
row,c36t37,1995,.3129759,.3844639,,
row,c71,1995,.3129759,.8993983,,
row,c28,2000,.4028615,.3802635,,
row,c27,2008,.4561482,1.176786,,
row,c24,2005,.4080124,.4946038,,
row,c36t37,2011,.4380341,.29782,,
row,c21t22,2005,.4080124,.2465469,,
row,c29,2005,.4080124,.2438105,,
row,c75,2005,.4080124,0,,
row,c17t19,2008,.4561482,1.25686,,
row,c01t05,2011,.4380341,1.907923,,
row,c26,2008,.4561482,.7388289,,
row,c50t52,2008,.4561482,1.085189,,
row,c73t74,2011,.4380341,.4277219,,
row,c95,2008,.4561482,,,
row,c75,2011,.4380341,0,,
row,c17t19,2011,.4380341,1.304887,,
row,c50t52,2011,.4380341,1.06898,,
row,c72,2011,.4380341,.2785597,,
row,c80,2011,.4380341,.0751763,,
row,c28,2011,.4380341,.3387329,,
row,c95,2011,.4380341,,,
row,c55,2011,.4380341,.6969637,,
row,c34,2011,.4380341,.1003451,,
row,c29,2011,.4380341,.238374,,
row,c45,2005,.4080124,2.885092,,
row,c65t67,2005,.4080124,.1667934,,
row,c36t37,2008,.4561482,.4633639,,
row,c31,2008,.4561482,.3366237,,
row,c24,2000,.4028615,.51976,,
row,c01t05,2008,.4561482,1.508554,,
row,c10t14,1995,.3129759,5.374723,,
row,c25,1995,.3129759,.2294836,,
row,c31,2005,.4080124,.2811947,,
row,c71,2005,.4080124,.4704247,,
row,c25,2005,.4080124,.3677174,,
row,c15t16,2000,.4028615,1.190006,,
row,c28,2008,.4561482,.2692031,,
row,c21t22,2011,.4380341,.308795,,
row,c95,2005,.4080124,,,
row,c73t74,2008,.4561482,.3437005,,
row,c60t63,2008,.4561482,.6466449,,
row,c80,2008,.4561482,.0617987,,
row,c55,2005,.4080124,.6092308,,
row,c80,2000,.4028615,.0514385,,
row,c75,1995,.3129759,.0002063,,
row,c45,2008,.4561482,1.28637,,
row,c71,2008,.4561482,.5046835,,
row,c73t74,2000,.4028615,.4481042,,
row,c71,2000,.4028615,.6288273,,
row,c65t67,1995,.3129759,.1297726,,
row,c64,2000,.4028615,1.261159,,
row,c20,2000,.4028615,.6328453,,
row,c15t16,1995,.3129759,1.382137,,
row,c10t14,2011,.4380341,4.122323,,
row,c10t14,2005,.4080124,4.768081,,
row,c29,2008,.4561482,.2239575,,
row,c72,2005,.4080124,.1306523,,
row,c10t14,2008,.4561482,4.428421,,
row,c55,2000,.4028615,.4727735,,
row,c95,2000,.4028615,,,
row,c303233,1995,.3129759,.0406336,,
row,c27,1995,.3129759,1.540053,,
row,c10t14,2000,.4028615,5.31244,,
row,c35,2011,.4380341,.5978457,,
row,c40t41,2008,.4561482,.2108621,,
row,c303233,2005,.4080124,.1493208,,
row,c17t19,2000,.4028615,1.28789,,
row,c90t93,2005,.4080124,.3215917,,
row,c95,1995,.3129759,,,
row,c303233,2000,.4028615,.0816909,,
row,c85,1995,.3129759,.0204102,,
row,c90t93,2000,.4028615,.2768655,,
row,c40t41,1995,.3129759,.1935441,,
row,c23,1995,.3129759,4.469633,,
row,c21t22,2000,.4028615,.2345044,,
row,c27,2011,.4380341,1.330444,,
row,c26,2011,.4380341,.6180526,,
row,c28,2005,.4080124,.2601962,,
row,c21t22,1995,.3129759,.1963149,,
row,c24,2008,.4561482,.5325076,,
row,c17t19,2005,.4080124,1.593504,,
row,c50t52,1995,.3129759,1.050049,,
row,c90t93,1995,.3129759,.4261324,,
row,c64,2005,.4080124,1.14141,,
row,c29,2000,.4028615,.2384934,,
row,c45,1995,.3129759,5.710188,,
row,c64,1995,.3129759,1.351664,,
row,c71,2011,.4380341,.6256897,,
row,c20,2011,.4380341,.6011053,,
row,c27,2000,.4028615,1.647768,,
row,c23,2011,.4380341,1.392167,,
row,c34,2000,.4028615,.1168964,,
row,c60t63,2000,.4028615,.8017089,,
row,c31,2000,.4028615,.1950172,,
row,c65t67,2011,.4380341,.1729244,,
row,c35,2000,.4028615,.2151747,,
row,c60t63,1995,.3129759,.9384204,,
row,c23,2008,.4561482,1.621776,,
row,c25,2008,.4561482,.3837508,,
row,c24,2011,.4380341,.4861772,,
row,c40t41,2005,.4080124,.1568546,,
row,c75,2008,.4561482,0,,
row,c70,2000,.4028615,.388794,,
row,c15t16,2008,.4561482,.9172777,,
row,c36t37,2005,.4080124,.5770149,,
row,c29,1995,.3129759,.1031734,,
row,c23,2005,.4080124,2.00767,,
row,c45,2000,.4028615,3.3761,,
row,c36t37,2000,.4028615,.2852938,,
row,c73t74,1995,.3129759,.5537943,,
row,c25,2000,.4028615,.3591822,,
row,c15t16,2011,.4380341,.9042595,,
row,c15t16,2005,.4080124,1.060097,,
row,c64,2008,.4561482,1.479729,,
row,c20,2008,.4561482,.6624506,,
row,c31,2011,.4380341,.3077182,,
row,c25,2011,.4380341,.4616815,,
row,c20,2005,.4080124,.7115441,,
row,c35,1995,.3129759,.1047823,,
row,c24,1995,.3129759,.634235,,
row,c85,2000,.4028615,.036392,,
row,c01t05,2000,.4028615,2.538425,,
row,c303233,2011,.4380341,.1101489,,
row,c35,2008,.4561482,.4134562,,
row,c26,2000,.4028615,.5711055,,
row,c40t41,2000,.4028615,.3066152,,
row,c26,2005,.4080124,.6163624,,
row,c34,2008,.4561482,.1960073,,
row,c45,2011,.4380341,1.51177,,
row,c70,2008,.4561482,.3685688,,
row,c90t93,2008,.4561482,.2547566,,
row,c70,1995,.3129759,.5173628,,
row,c80,2005,.4080124,.0556768,,
row,c64,2011,.4380341,1.237328,,
row,c85,2008,.4561482,.0332706,,
row,c65t67,2000,.4028615,.203847,,
row,c23,2000,.4028615,3.083207,,
row,c90t93,2011,.4380341,.3077367,,
row,c60t63,2005,.4080124,.7200629,,
row,c85,2005,.4080124,.0335376,,
row,c26,1995,.3129759,.5528401,,
row,c72,2000,.4028615,.0825701,,
row,c35,2005,.4080124,.2742881,,
row,c70,2005,.4080124,.4160009,,
row,c75,2000,.4028615,0,,
row,c28,1995,.3129759,.607811,,
row,c31,1995,.3129759,.1508346,,
row,c21t22,2008,.4561482,.287167,,
row,c55,1995,.3129759,.6460811,,
row,c70,2011,.4380341,.4173888,,
row,c50t52,2005,.4080124,1.099697,,
row,c72,2008,.4561482,.1871217,,
row,c60t63,2011,.4380341,.8481351,,
row,c72,1995,.3129759,.0717189,,
pol,c75,2005,.0395417,.0430862,8544.098,38.174
khm,c27,2008,.0360874,.1694457,496.9252,13.941
esp,c28,2011,.0360307,1.392962,25309.04,46.736
tha,c24,1995,.0199856,.3238767,2766.188,59.46
deu,c73t74,2008,.0104834,1.05867,35470.16,82.002
fin,c80,2005,.0080152,.0683321,37512.24,5.256
col,c40t41,2000,.3559336,0,3632.116,40.296
svk,c10t14,2008,.0217583,.0465549,12376.19,5.396
chn,c70,1995,.0436444,.5911746,2104.711,1211.21
hrv,c64,2000,.0181558,2.847553,9801.971,4.381
svk,c73t74,2000,.0167601,.7994279,12376.19,5.377
sau,c25,1995,.7014383,.0655535,14075.39,18.136
isl,c15t16,2008,.0276066,6.028374,53989.79,.315
bra,c27,2005,.132195,1.47575,5040.921,185.151
fra,c60t63,2011,.0286624,1.189238,34197.66,63.07
irl,c25,2011,.0083073,.2637053,44928.17,4.575
aus,c71,2000,.2314244,1.528418,33756.87,19.141
svk,c70,2000,.0167601,.6068245,12376.19,5.377
grc,c85,2000,.0498241,3.548631,20901.11,10.904
svk,c25,2000,.0167601,1.473836,12376.19,5.377
svk,c26,1995,.0224015,2.05117,12376.19,5.368
tha,c17t19,1995,.0199856,2.163937,2766.188,59.46
phl,c95,2008,.0240966,,1250.67,90.5
vnm,c60t63,2000,.2608514,.6377309,737.6383,77.635
hrv,c35,2005,.0217596,1.021769,9801.971,4.312
isl,c23,2011,.0147566,.0874061,53989.79,.318
cze,c85,2005,.0227342,3.510199,13323.08,10.199
rus,c24,2000,.2713214,1.172823,5489.474,146.3
rus,c70,2008,.2860433,.1985331,5489.474,142.7
idn,c23,2011,.3391528,.5279955,1369.773,241.03
phl,c64,2008,.0240966,3.442369,1250.67,90.5
hrv,c36t37,1995,.0232333,1.6359,9801.971,4.453
svk,c29,2005,.0200783,1.016565,12376.19,5.379
est,c71,1995,.0527978,.4237087,9422.442,1.479
swe,c65t67,2000,.0095104,.7312937,41830.47,8.883
fra,c50t52,1995,.0334904,.9400155,34197.66,57.753
nor,c55,2008,.458582,.3287566,64093.89,4.787
nzl,c95,2011,.142047,,26658.4,4.389
svn,c21t22,2008,.0135647,1.698575,17829.68,2.01
svk,c27,2005,.0200783,1.834514,12376.19,5.379
irl,c95,2005,.0076738,,44928.17,4.134
sau,c21t22,1995,.7014383,.0856255,14075.39,18.136
tha,c20,1995,.0199856,1.29972,2766.188,59.46
esp,c28,1995,.0432121,.8613363,25309.04,39.388
chl,c90t93,2011,.2075923,.3240805,7822.408,17.256
hrv,c70,2000,.0181558,11.4401,9801.971,4.381
tha,c29,1995,.0199856,.5451203,2766.188,59.46
col,c40t41,2011,.5170423,.2016701,3632.116,46.045
cze,c55,2005,.0227342,.7029226,13323.08,10.199
pol,c24,2011,.0367748,.7405947,8544.098,38.063
nor,c20,2005,.4441205,.4140205,64093.89,4.632
bgr,c80,2000,.0721009,3.870715,3944.294,8.15
aut,c73t74,2000,.0094812,1.631379,38213.98,8.012
chl,c303233,2000,.1703631,.0195049,7822.408,15.398
svn,c15t16,1995,.0125609,.467329,17829.68,1.99
hkg,c72,2011,.0010248,.1117922,27678.18,7.112
svk,c35,2005,.0200783,.2997501,12376.19,5.379
che,c20,1995,.0101697,.3371587,55462.7,7.019
col,c85,2011,.5170423,1.457859,3632.116,46.045
hkg,c70,2008,.0008738,1.546094,27678.18,6.964
swe,c29,2005,.0129216,1.519153,41830.47,9.048
gbr,c85,1995,.0541818,.4068191,37949.07,58.025
nld,c73t74,2000,.0647119,2.774848,41576.05,15.926
usa,c303233,2008,.042951,.8810068,42398,304.718
tha,c36t37,1995,.0199856,2.167693,2766.188,59.46
che,c72,2011,.0008957,.0227581,55462.7,7.87
isl,c72,2011,.0147566,.8960879,53989.79,.318
deu,c28,2008,.0104834,1.51064,35470.16,82.002
arg,c70,2011,.202846,.5125949,6326.527,40.57
cri,c70,2008,.1134275,1.563385,4922.468,4.404
est,c10t14,2011,.027875,.0807919,9422.442,1.33
bel,c85,2000,.0137547,.3486962,36196.01,10.239
che,c55,2005,.0014017,1.111481,55462.7,7.415
jpn,c27,1995,.0009482,.9698744,35227.1,125.456
dnk,c80,2008,.0590411,.3884971,47018.16,5.476
twn,c64,1995,.0040403,.8182832,17220.59,21.357
rus,c73t74,2011,.3071715,.0239396,5489.474,143
isl,c40t41,2005,.0291826,1.185566,53989.79,.294
sgp,c29,2000,.0019821,.544351,29983.94,4.028
aut,c20,2000,.0094812,2.997231,38213.98,8.012
lva,c25,2008,.0542946,.9858316,7167.697,2.192
zaf,c23,2011,.3016566,1.583402,5542.137,51.553
nzl,c60t63,2005,.0966734,1.967817,26658.4,4.142
mys,c73t74,1995,.0896341,1.000808,5704.014,20.682
chl,c80,2005,.2357413,.1801771,7822.408,16.165
mex,c15t16,2011,.1578972,.7784253,7796.025,115.685
swe,c85,2011,.0235314,1.479219,41830.47,9.483
chl,c17t19,2005,.2357413,.2214469,7822.408,16.165
prt,c21t22,2008,.0289142,1.780648,18446.16,10.558
bel,c65t67,2008,.013504,1.274637,36196.01,10.667
mys,c25,2011,.1122961,1.746872,5704.014,29.062
ltu,c71,1995,.0900988,.0880382,7746.578,
mlt,c73t74,2000,.0028398,1.111421,15195.1,.38
grc,c24,2005,.0416306,.6969014,20901.11,11.074
jpn,c73t74,2008,.0015336,.2544305,35227.1,128.065
brn,c75,2000,.854109,0,25809.8,.325
svk,c31,1995,.0224015,1.308718,12376.19,5.368
isl,c90t93,1995,.0398204,.7118229,53989.79,.267
jpn,c55,2000,.0013361,.0696972,35227.1,126.829
cze,c26,2005,.0227342,3.355299,13323.08,10.199
grc,c29,1995,.0741848,.2697634,20901.11,10.672
kor,c64,2005,.0016689,.325218,19016.53,48.138
svk,c34,2008,.0217583,3.52691,12376.19,5.396
arg,c15t16,1995,.174906,4.60815,6326.527,34.285
cze,c26,2000,.0250218,3.78558,13323.08,10.278
chl,c75,2005,.2357413,.7537352,7822.408,16.165
swe,c80,2011,.0235314,1.008615,41830.47,9.483
usa,c20,1995,.0436023,.5720963,42398,266.458
tun,c25,1995,.0621147,.338484,3325.969,8.958
lva,c29,2000,.0447945,.2550396,7167.697,2.382
aus,c80,2000,.2314244,1.111087,33756.87,19.141
nzl,c80,2011,.142047,3.632835,26658.4,4.389
svk,c15t16,2008,.0217583,.7685547,12376.19,5.396
ita,c25,2005,.0100237,1.435599,30794.79,57.875
est,c25,1995,.0527978,.4431677,9422.442,1.479
twn,c95,2011,.0046878,,17220.59,23.225
chl,c95,2011,.2075923,,7822.408,17.256
fra,c34,2011,.0286624,1.141173,34197.66,63.07
arg,c25,2011,.202846,1.064413,6326.527,40.57
mex,c34,2005,.1313889,2.152739,7796.025,107.156
svk,c50t52,2008,.0217583,.8913454,12376.19,5.396
bra,c72,1995,.1018681,.2888016,5040.921,158.875
svk,c64,2008,.0217583,.6656417,12376.19,5.396
cri,c80,2011,.1140038,.3559259,4922.468,4.592
che,c35,1995,.0101697,.3015448,55462.7,7.019
bra,c75,2008,.1896583,1.44883,5040.921,191.532
rus,c34,2000,.2713214,.114025,5489.474,146.3
svk,c55,2008,.0217583,.5189126,12376.19,5.396
can,c40t41,1995,.1035155,1.453459,34929.9,29.263
sgp,c23,1995,.0024002,3.750164,29983.94,3.525
mys,c72,2000,.073461,.1382928,5704.014,23.495
pol,c26,2008,.031418,1.804652,8544.098,38.116
tur,c28,2005,.0287136,1.275134,7122.406,68.435
can,c55,2000,.1110334,.716646,34929.9,30.647
idn,c65t67,1995,.2187577,.2164961,1369.773,194.755
ltu,c24,2011,.0626047,.6655197,7746.578,3.028
col,c29,2000,.3559336,.1732631,3632.116,40.296
dnk,c10t14,2000,.0586817,.5385751,47018.16,5.33
rus,c21t22,2011,.3071715,.3716919,5489.474,143
tun,c55,2005,.0863808,2.999198,3325.969,10.029
sgp,c60t63,2011,.0009962,2.582715,29983.94,5.184
est,c10t14,1995,.0527978,.2497467,9422.442,1.479
bra,c28,1995,.1018681,.8905933,5040.921,158.875
svk,c75,2008,.0217583,.4364996,12376.19,5.396
tha,c10t14,2000,.0149249,.0850538,2766.188,61.879
jpn,c01t05,2011,.001391,.0349143,35227.1,127.896
tun,c26,1995,.0621147,1.198971,3325.969,8.958
tha,c90t93,2011,.0556198,.882339,2766.188,67.638
pol,c28,1995,.0894984,1.298083,8544.098,38.581
sgp,c70,2000,.0019821,.6315457,29983.94,4.028
chn,c65t67,1995,.0436444,.0927701,2104.711,1211.21
hun,c303233,2000,.0244242,1.460062,10400.97,10.222
idn,c70,2011,.3391528,1.055829,1369.773,241.03
lux,c70,1995,.0088969,1.358695,76812.26,.41
sau,c90t93,2005,.7624034,.2321035,14075.39,23.33
col,c60t63,2011,.5170423,.3656504,3632.116,46.045
nzl,c80,2000,.0812255,8.176375,26658.4,3.863
svk,c45,2011,.0296821,1.56227,12376.19,5.392
mlt,c60t63,2005,.0129305,2.039887,15195.1,.403
deu,c71,1995,.0104268,.4100479,35470.16,81.817
phl,c23,2008,.0240966,.5193794,1250.67,90.5
idn,c90t93,2005,.2128718,.8213655,1369.773,221.398
nzl,c24,2005,.0966734,.1296356,26658.4,4.142
hrv,c25,1995,.0232333,.465887,9801.971,4.453
vnm,c20,2005,.2554779,1.376213,737.6383,82.392
chl,c15t16,2000,.1703631,3.119231,7822.408,15.398
kor,c23,2005,.0016689,1.482824,19016.53,48.138
svk,c40t41,2011,.0296821,.4611528,12376.19,5.392
ita,c40t41,2008,.0117088,.5983137,30794.79,58.653
bra,c17t19,2000,.1031762,.9946515,5040.921,173.448
isr,c34,2005,.0312679,.0290278,21459.01,6.927
hun,c20,2011,.0296816,1.005843,10400.97,9.986
gbr,c27,2011,.0580698,.4395781,37949.07,63.285
sgp,c27,2000,.0019821,.0573143,29983.94,4.028
isl,c15t16,2000,.0269054,9.064983,53989.79,.279
hun,c36t37,2005,.0224171,.4763234,10400.97,10.098
isl,c01t05,2011,.0147566,.645308,53989.79,.318
svk,c35,2011,.0296821,.1819116,12376.19,5.392
sgp,c55,1995,.0024002,1.365561,29983.94,3.525
khm,c45,2005,.0109972,.2000852,496.9252,13.356
hkg,c36t37,2008,.0008738,.5335525,27678.18,6.964
vnm,c31,2005,.2554779,1.031087,737.6383,82.392
svk,c90t93,2011,.0296821,1.281839,12376.19,5.392
lux,c70,2011,.0038445,.8903537,76812.26,.519
che,c50t52,2008,.0006961,1.034632,55462.7,7.593
phl,c73t74,2011,.0461994,2.240586,1250.67,94.2
che,c17t19,2005,.0014017,.3833584,55462.7,7.415
isr,c24,2011,.0351512,2.268347,21459.01,7.763
cri,c15t16,2008,.1134275,1.801584,4922.468,4.404
rus,c80,2008,.2860433,.0954012,5489.474,142.7
idn,c21t22,2008,.2889087,1.963923,1369.773,231.006
chl,c34,2000,.1703631,.1319445,7822.408,15.398
hkg,c73t74,1995,.0049018,.9447108,27678.18,6.27
rou,c29,2011,.0429234,1.151261,4940.996,21.384
svk,c50t52,2000,.0167601,.8872143,12376.19,5.377
bel,c80,2011,.0167059,2.11437,36196.01,11.001
hkg,c50t52,1995,.0049018,1.150084,27678.18,6.27
grc,c303233,2011,.0426086,.0585617,20901.11,11.123
hrv,c24,1995,.0232333,1.163408,9801.971,4.453
tur,c34,1995,.0542871,.3422534,7122.406,57.453
lva,c71,2011,.0776957,1.058986,7167.697,2.075
svk,c75,2000,.0167601,.3767735,12376.19,5.377
chl,c15t16,2005,.2357413,2.562347,7822.408,16.165
aut,c55,2005,.0099828,2.88912,38213.98,8.225
prt,c23,1995,.0145028,.6605955,18446.16,10.038
nzl,c26,2008,.1260426,.0620111,26658.4,4.266
ita,c35,2000,.0108324,.7876803,30794.79,56.924
can,c35,2005,.1663045,1.440184,34929.9,32.203
dnk,c24,2008,.0590411,.8216876,47018.16,5.476
hrv,c25,2011,.0226176,.3229441,9801.971,4.281
cze,c303233,2008,.0228934,1.194048,13323.08,10.343
esp,c28,2000,.037431,1.038129,25309.04,40.264
bel,c303233,2005,.0124752,.1400587,36196.01,10.446
hun,c40t41,2000,.0244242,1.651288,10400.97,10.222
prt,c21t22,2005,.0218856,1.643378,18446.16,10.503
brn,c65t67,2005,.8877175,.0396429,25809.8,.359
svk,c01t05,2000,.0167601,.6954165,12376.19,5.377
svk,c40t41,2008,.0217583,1.319543,12376.19,5.396
lva,c15t16,2000,.0447945,.7910231,7167.697,2.382
fra,c64,2011,.0286624,1.037714,34197.66,63.07
svk,c65t67,2000,.0167601,.113328,12376.19,5.377
isr,c27,2005,.0312679,.1892917,21459.01,6.927
phl,c95,2011,.0461994,,1250.67,94.2
mex,c26,2005,.1313889,1.182779,7796.025,107.156
ita,c28,2000,.0108324,1.992616,30794.79,56.924
usa,c55,2000,.0250556,1.261032,42398,282.296
vnm,c64,1995,.2286988,1.550093,737.6383,71.996
cze,c31,2000,.0250218,2.518967,13323.08,10.278
pol,c24,2000,.0351616,.6302171,8544.098,38.263
ind,c31,2005,.0520263,.4191264,805.5861,1114
rou,c95,2005,.0200471,,4940.996,21.609
deu,c01t05,2005,.008285,.3817431,35470.16,82.438
idn,c64,1995,.2187577,1.574368,1369.773,194.755
hrv,c60t63,2011,.0226176,2.944334,9801.971,4.281
chn,c65t67,2011,.0096865,.02636,2104.711,1347.35
dnk,c23,2008,.0590411,.5948119,47018.16,5.476
tur,c50t52,2005,.0287136,.9030178,7122.406,68.435
lva,c73t74,2008,.0542946,1.447882,7167.697,2.192
tun,c50t52,2005,.0863808,1.380701,3325.969,10.029
esp,c27,2011,.0360307,.9820567,25309.04,46.736
nor,c34,2005,.4441205,.0937917,64093.89,4.632
est,c27,1995,.0527978,.0100401,9422.442,1.479
rus,c85,2008,.2860433,.1662084,5489.474,142.7
chl,c70,2000,.1703631,1.76268,7822.408,15.398
col,c60t63,2005,.317375,.5166695,3632.116,42.889
arg,c27,2000,.1910247,1.010423,6326.527,35.923
tha,c64,2011,.0556198,.5619227,2766.188,67.638
lva,c85,1995,.0657463,2.634769,7167.697,2.501
est,c23,2008,.0252421,.3929297,9422.442,1.338
khm,c90t93,2008,.0360874,5.256536,496.9252,13.941
twn,c50t52,2011,.0046878,1.107693,17220.59,23.225
cri,c75,2008,.1134275,1.367851,4922.468,4.404
hkg,c64,2008,.0008738,2.819335,27678.18,6.964
irl,c45,2000,.0101793,.1072278,44928.17,3.79
swe,c40t41,2008,.0156882,.9435466,41830.47,9.256
bra,c26,2008,.1896583,1.028797,5040.921,191.532
sau,c65t67,2005,.7624034,.0746754,14075.39,23.33
idn,c17t19,2000,.2241637,2.785028,1369.773,206.265
rus,c95,2011,.3071715,,5489.474,143
rus,c75,2011,.3071715,.0001097,5489.474,143
aus,c65t67,2000,.2314244,.673043,33756.87,19.141
hun,c75,2008,.0306346,.5950928,10400.97,10.045
svk,c90t93,1995,.0224015,1.695882,12376.19,5.368
svn,c35,2011,.0186886,.1336636,17829.68,2.05
isr,c29,2011,.0351512,.5698551,21459.01,7.763
svk,c28,1995,.0224015,1.339127,12376.19,5.368
irl,c60t63,2011,.0083073,.4600917,44928.17,4.575
dnk,c25,1995,.0382616,1.128812,47018.16,5.216
fin,c70,2011,.0207711,.5025098,37512.24,5.401
jpn,c24,2008,.0015336,.9099515,35227.1,128.065
chn,c60t63,2005,.0173965,.5364764,2104.711,1307.56
ita,c72,2005,.0100237,.4797257,30794.79,57.875
mlt,c73t74,2005,.0129305,1.319911,15195.1,.403
tha,c45,2005,.0224211,.8251942,2766.188,65.152
mys,c34,2000,.073461,.0581002,5704.014,23.495
kor,c25,1995,.0082393,2.20882,19016.53,45.093
chn,c26,2011,.0096865,1.979681,2104.711,1347.35
zaf,c10t14,2005,.1330132,1.346062,5542.137,47.349
tha,c28,1995,.0199856,.7769181,2766.188,59.46
rou,c80,2008,.029873,.0066055,4940.996,21.517
lva,c90t93,2008,.0542946,.7754924,7167.697,2.192
phl,c303233,2011,.0461994,2.624756,1250.67,94.2
idn,c26,2011,.3391528,.5602961,1369.773,241.03
tha,c95,1995,.0199856,,2766.188,59.46
hrv,c64,2008,.0202624,3.273964,9801.971,4.31
twn,c80,2008,.0043925,.090276,17220.59,23.037
can,c23,2000,.1110334,.8860267,34929.9,30.647
sau,c50t52,2011,.7696889,.2219552,14075.39,28.376
aus,c73t74,2008,.4058493,.5637898,33756.87,21.476
mlt,c75,2000,.0028398,.7367471,15195.1,.38
idn,c26,1995,.2187577,.5511971,1369.773,194.755
bel,c45,2005,.0124752,2.765721,36196.01,10.446
phl,c27,2008,.0240966,.7007831,1250.67,90.5
est,c21t22,2011,.027875,1.233028,9422.442,1.33
prt,c45,2000,.0149709,.987858,18446.16,10.29
cze,c21t22,2011,.0240207,1.365562,13323.08,10.487
ltu,c85,2011,.0626047,.8912656,7746.578,3.028
fra,c55,2000,.0258191,1.01614,34197.66,58.858
jpn,c01t05,2000,.0013361,.0588938,35227.1,126.829
cyp,c45,2000,.0047378,13.32695,23856.62,.698
esp,c85,2011,.0360307,1.640052,25309.04,46.736
nzl,c75,2011,.142047,2.030318,26658.4,4.389
mys,c90t93,2008,.114111,.5278131,5704.014,27.6
irl,c50t52,1995,.0187033,.6331196,44928.17,3.601
esp,c35,2008,.0331284,.654722,25309.04,45.983
arg,c17t19,1995,.174906,1.099299,6326.527,34.285
kor,c50t52,2008,.0012555,.7724052,19016.53,48.949
can,c73t74,2005,.1663045,.4777458,34929.9,32.203
nld,c25,2000,.0647119,.9173741,41576.05,15.926
usa,c95,2005,.029897,,42398,296.115
rus,c80,1995,.1619174,.1265227,5489.474,148.3
hrv,c65t67,1995,.0232333,.2167272,9801.971,4.453
gbr,c24,1995,.0541818,1.285916,37949.07,58.025
mex,c60t63,2011,.1578972,.5178584,7796.025,115.685
mex,c45,2008,.156625,.0793041,7796.025,111.304
arg,c303233,2005,.2134373,.0504416,6326.527,37.926
vnm,c21t22,1995,.2286988,.1153137,737.6383,71.996
sgp,c40t41,2011,.0009962,.0526251,29983.94,5.184
tha,c90t93,1995,.0199856,1.299278,2766.188,59.46
ltu,c31,1995,.0900988,.4489641,7746.578,
bra,c85,2000,.1031762,.648667,5040.921,173.448
aus,c36t37,2000,.2314244,.5961111,33756.87,19.141
isl,c55,1995,.0398204,1.215761,53989.79,.267
tha,c45,2000,.0149249,1.25936,2766.188,61.879
cri,c29,2008,.1134275,.0397647,4922.468,4.404
lux,c45,2008,.0032888,1.268565,76812.26,.489
tha,c303233,2005,.0224211,1.181349,2766.188,65.152
twn,c303233,2011,.0046878,4.317942,17220.59,23.225
sgp,c45,2000,.0019821,.3143761,29983.94,4.028
khm,c73t74,2000,.0291745,.0566297,496.9252,12.223
brn,c60t63,2005,.8877175,.4967821,25809.8,.359
nor,c15t16,2008,.458582,.77977,64093.89,4.787
sgp,c01t05,2011,.0009962,.0159539,29983.94,5.184
isr,c70,2011,.0351512,2.243681,21459.01,7.763
isr,c36t37,2005,.0312679,8.275499,21459.01,6.927
zaf,c26,2008,.2397315,.4412918,5542.137,49.344
aus,c73t74,2000,.2314244,.9111907,33756.87,19.141
lva,c17t19,2000,.0447945,1.862216,7167.697,2.382
tun,c60t63,1995,.0621147,1.622144,3325.969,8.958
nzl,c29,2000,.0812255,.4572131,26658.4,3.863
deu,c01t05,2011,.0127302,.355855,35470.16,80.328
jpn,c90t93,2000,.0013361,.0592286,35227.1,126.829
sgp,c55,2008,.0008288,1.236245,29983.94,4.839
can,c31,2011,.2270879,.3742519,34929.9,34.303
sgp,c24,2008,.0008288,1.302534,29983.94,4.839
sau,c01t05,2000,.7592463,.0663819,14075.39,20.474
bgr,c70,2008,.0834824,1.821399,3944.294,7.607
prt,c25,2000,.0149709,1.076405,18446.16,10.29
ltu,c10t14,2011,.0626047,.0511608,7746.578,3.028
tha,c303233,2008,.0457563,1.379786,2766.188,66.533
chl,c35,2008,.1951965,.0341947,7822.408,16.687
mlt,c95,2011,.0037161,,15195.1,.415
chn,c01t05,1995,.0436444,.8707221,2104.711,1211.21
rus,c31,2000,.2713214,.2057822,5489.474,146.3
sgp,c71,2008,.0008288,1.409056,29983.94,4.839
rus,c64,1995,.1619174,.0102376,5489.474,148.3
phl,c28,2011,.0461994,.3315023,1250.67,94.2
usa,c50t52,2000,.0250556,.8706272,42398,282.296
nzl,c72,2011,.142047,.8445883,26658.4,4.389
mex,c25,2008,.156625,.7835473,7796.025,111.304
aus,c34,2008,.4058493,.2155434,33756.87,21.476
